iter,cohort,case,PTEN,EGF_nM
iter 2,TF,Case78,44880,30
iter 3,TF,Case78,44880,30
iter 4,TF,Case78,44880,30
iter 5,TF,Case78,44880,30
iter 6,TF,Case78,44880,30
iter 7,TF,Case78,44880,30
iter 8,TF,Case78,44880,30
iter 1,TF,Case79,56100,30
iter 2,TF,Case79,56100,30
iter 3,TF,Case79,56100,30
iter 4,TF,Case79,56100,30
iter 5,TF,Case79,56100,30
iter 6,TF,Case79,56100,30
iter 7,TF,Case79,56100,30
iter 8,TF,Case79,56100,30
